school_name,city,state,zip_code,latitude,longitude,endowment_begin,endowment_end,endowment_diff
Appalachian State University,Boone,NC,28608,36.215536,-81.680583,179217247,190712711,11495464
Asheville-Buncombe Technical Community College,Asheville,NC,28801-4897,35.570439,-82.554826,8078383,6983735,-1094648
Barton College,Wilson,NC,27893-7000,35.734376,-77.913867,33474496,29122201,-4352295
Beaufort County Community College,Washington,NC,27889,35.533587,-76.96535,3630965,3272987,-357978
Belmont Abbey College,Belmont,NC,28012-1802,35.260651,-81.041315,13983549,12195801,-1787748
Bennett College,Greensboro,NC,27401-3239,36.067531,-79.77998,15885069,14267353,-1617716
Bladen Community College,Dublin,NC,28332,34.644691,-78.731119,1104167,955935,-148232
Blue Ridge Community College,Flat Rock,NC,28731-4728,35.30804,-82.425544,16980701,16709448,-271253
Brevard College,Brevard,NC,28712,35.236763,-82.729494,37793585,34470393,-3323192
Brunswick Community College,Bolivia,NC,28422-9021,34.038973,-78.22979,5700050,5484972,-215078
Cabarrus College of Health Sciences,Concord,NC,28025-3959,35.440038,-80.600824,4073660,4634799,561139
Caldwell Community College and Technical Institute,Hudson,NC,28638,35.854604,-81.484148,285754,115059,-170695
Campbell University,Buies Creek,NC,27506,35.409149,-78.738238,209338661,190998063,-18340598
Cape Fear Community College,Wilmington,NC,28401-3910,34.240624,-77.948306,15748396,12982976,-2765420
Carteret Community College,Morehead City,NC,28557,34.723681,-76.755538,2045970,2374808,328838
Catawba College,Salisbury,NC,28144,35.691443,-80.482751,88095000,275881040,187786040
Catawba Valley Community College,Hickory,NC,28602-0699,35.699732,-81.28792,5183407,4580692,-602715
Central Carolina Community College,Sanford,NC,27330-9840,35.471864,-79.143553,6602279,5965608,-636671
Central Piedmont Community College,Charlotte,NC,28204,35.217774,-80.829796,45561984,42827822,-2734162
Chowan University,Murfreesboro,NC,27855,36.436258,-77.099141,33191264,29841113,-3350151
Cleveland Community College,Shelby,NC,28152-6224,35.279833,-81.492856,1265745,1170613,-95132
Coastal Carolina Community College,Jacksonville,NC,28546-6816,34.771687,-77.384785,4125688,4234216,108528
Craven Community College,New Bern,NC,28562-4900,35.111516,-77.102232,3212806,2648754,-564052
Davidson-Davie Community College,Thomasville,NC,27360-7385,35.865471,-80.181868,13181704,11957063,-1224641
Davidson College,Davidson,NC,28035,35.499767,-80.843979,1341384049,1316042085,-25341964
Duke University,Durham,NC,27708,36.001135,-78.937624,12692472000,12116260000,-576212000
East Carolina University,Greenville,NC,27858-4353,35.607186,-77.368291,287873334,259073940,-28799394
Edgecombe Community College,Tarboro,NC,27886,35.879867,-77.571786,2891643,2720887,-170756
Elizabeth City State University,Elizabeth City,NC,27909,36.277978,-76.214041,16725906,16946983,221077
Elon University,Elon,NC,27244-2010,36.104148,-79.50344,329193279,317793839,-11399440
Fayetteville Technical Community College,Fayetteville,NC,28303-0236,35.068851,-78.92658,39050,39050,0
Fayetteville State University,Fayetteville,NC,28301-4298,35.073641,-78.891696,32970926,31970629,-1000297
Forsyth Technical Community College,Winston-Salem,NC,27103-5197,36.06854,-80.272215,1111996,1112012,16
Gardner-Webb University,Boiling Springs,NC,28017-0997,35.24732,-81.668141,79747195,70429816,-9317379
Gaston College,Dallas,NC,28034,35.312048,-81.18852,5792036,5799149,7113
Greensboro College,Greensboro,NC,27401-1875,36.071082,-79.800232,31420369,26476365,-4944004
Guilford College,Greensboro,NC,27410-4108,36.094233,-79.887737,91835666,84860763,-6974903
Guilford Technical Community College,Jamestown,NC,27282,35.99846,-79.92062,3986408,3998756,12348
Halifax Community College,Weldon,NC,27890,36.427712,-77.617681,1943967,1731810,-212157
Haywood Community College,Clyde,NC,28721-9901,35.525905,-82.927918,11794700,9998847,-1795853
Heritage Bible College,Dunn,NC,28334,35.307368,-78.664393,7085,2730,-4355
High Point University,High Point,NC,27268,35.972035,-79.994675,127505121,138711571,11206450
Isothermal Community College,Spindale,NC,28160-0804,35.336728,-81.911857,2746884,14897633,12150749
James Sprunt Community College,Kenansville,NC,28349,34.946802,-77.977639,1819753,1500189,-319564
Johnson C Smith University,Charlotte,NC,28216-5398,35.243033,-80.857251,75167419,63445686,-11721733
Johnston Community College,Smithfield,NC,27577-2350,35.501418,-78.332293,7452537,7608694,156157
Lees-McRae College,Banner Elk,NC,28604,36.162477,-81.873371,36178089,36350969,172880
Lenoir Community College,Kinston,NC,28504,35.234405,-77.571532,4831740,5004981,173241
Lenoir-Rhyne University,Hickory,NC,28601,35.739968,-81.327598,138409957,136615092,-1794865
Livingstone College,Salisbury,NC,28144,35.670877,-80.483956,6671651,6000013,-671638
Louisburg College,Louisburg,NC,27549-2399,36.105035,-78.29898,16299122,14800915,-1498207
Mars Hill University,Mars Hill,NC,28754,35.82752,-82.551827,64627321,60595250,-4032071
Mayland Community College,Spruce Pine,NC,28777,35.934475,-82.016988,5820208,5451353,-368855
McDowell Technical Community College,Marion,NC,28752-8728,35.656254,-81.96208,711685,794234,82549
Meredith College,Raleigh,NC,27607-5298,35.799351,-78.689995,144589705,124715059,-19874646
Methodist University,Fayetteville,NC,28311-1420,35.135058,-78.874426,34664555,40925875,6261320
Mitchell Community College,Statesville,NC,28677,35.782814,-80.894083,3331131,3538955,207824
Montgomery Community College,Troy,NC,27371,35.367107,-79.870005,4316062,3660742,-655320
Montreat College,Montreat,NC,28757-1267,35.646577,-82.2976,10108848,9352858,-755990
University of Mount Olive,Mount Olive,NC,28365-0919,35.208166,-78.069388,41704376,36321119,-5383257
Nash Community College,Rocky Mount,NC,27804,35.976823,-77.898348,8869437,7838308,-1031129
North Carolina A & T State University,Greensboro,NC,27411,36.07282,-79.773375,174626579,164541130,-10085449
University of North Carolina at Asheville,Asheville,NC,28804-8510,35.617068,-82.565392,70397151,70019951,-377200
University of North Carolina at Chapel Hill,Chapel Hill,NC,27599,35.911769,-79.050969,5166499366,5317830265,151330899
University of North Carolina at Charlotte,Charlotte,NC,28223-0001,35.306022,-80.730919,299096548,306480982,7384434
University of North Carolina at Greensboro,Greensboro,NC,27402-6170,36.068236,-79.809414,394717536,366330210,-28387326
North Carolina Central University,Durham,NC,27707,35.974237,-78.898602,55851080,56943166,1092086
University of North Carolina School of the Arts,Winston Salem,NC,27127-2738,36.076183,-80.235672,121774566,126643244,4868678
North Carolina State University at Raleigh,Raleigh,NC,27695-7001,35.785111,-78.674517,1946242000,2018242000,72000000
North Carolina Wesleyan University,Rocky Mount,NC,27804,36.019665,-77.773982,14672379,13326109,-1346270
University of North Carolina Wilmington,Wilmington,NC,28403-5963,34.225223,-77.875527,142918881,149845776,6926895
Pamlico Community College,Grantsboro,NC,28529,35.068398,-76.83372,837459,777448,-60011
William Peace University,Raleigh,NC,27604-1194,35.789139,-78.637697,55962976,47743346,-8219630
University of North Carolina at Pembroke,Pembroke,NC,28372-1510,34.688313,-79.200347,32759600,31763565,-996035
Pfeiffer University,Misenheimer,NC,28109-0960,35.484696,-80.283168,16324708,15851509,-473199
Piedmont Community College,Roxboro,NC,27573,36.431674,-78.980607,2263574,2064935,-198639
Pitt Community College,Winterville,NC,28590,35.550591,-77.407203,3835022,4682492,847470
Queens University of Charlotte,Charlotte,NC,28274-0001,35.189051,-80.833509,185228576,153518984,-31709592
Randolph Community College,Asheboro,NC,27205,35.672814,-79.828538,12402673,11425152,-977521
Mid-Atlantic Christian University,Elizabeth City,NC,27909-4054,36.303812,-76.216483,4089235,3809159,-280076
Robeson Community College,Lumberton,NC,28360,34.675194,-79.00664,3662469,3262701,-399768
Rockingham Community College,Wentworth,NC,27375,36.388682,-79.758353,11736736,10310527,-1426209
Rowan-Cabarrus Community College,Salisbury,NC,28146,35.639388,-80.48181,253415,253416,1
Saint Augustine's University,Raleigh,NC,27610-2298,35.785468,-78.621301,20117082,26662176,6545094
Salem College,Winston-Salem,NC,27101,36.086271,-80.241297,67245955,56566347,-10679608
Sandhills Community College,Pinehurst,NC,28374,35.220086,-79.40635,19285254,19603514,318260
Shaw University,Raleigh,NC,27601,35.771181,-78.637693,12216763,13194214,977451
St. Andrews University,Laurinburg,NC,28352,34.74563,-79.478567,7995148,5554024,-2441124
Southeastern Community College,Whiteville,NC,28472-5422,34.331749,-78.783365,9510465,8465677,-1044788
Southwestern Community College,Sylva,NC,28779,35.348575,-83.207129,6161018,5304283,-856735
Stanly Community College,Albemarle,NC,28001,35.339895,-80.236303,3771745,4518992,747247
Southeastern Baptist Theological Seminary,Wake Forest,NC,27587-1889,35.981858,-78.513755,42375680,40851631,-1524049
Surry Community College,Dobson,NC,27017-8432,36.384334,-80.716834,15225363,13701990,-1523373
Alamance Community College,Graham,NC,27253-8000,36.066683,-79.357657,16090846,13875652,-2215194
Tri-County Community College,Murphy,NC,28906,35.067021,-83.966476,0,0,0
Vance-Granville Community College,Henderson,NC,27537,36.323887,-78.487651,9237298,8899572,-337726
Wake Forest University,Winston-Salem,NC,27106,36.133609,-80.277446,1862910000,1819776000,-43134000
Wake Technical Community College,Raleigh,NC,27603-5696,35.650151,-78.706126,12717255,13236641,519386
Warren Wilson College,Swannanoa,NC,28778-2099,35.610328,-82.442619,59932500,55937007,-3995493
Wayne Community College,Goldsboro,NC,27534-8002,35.403079,-77.945873,3711883,3331929,-379954
Western Piedmont Community College,Morganton,NC,28655-4511,35.722876,-81.687345,4118000,3698809,-419191
Wilkes Community College,Wilkesboro,NC,28697,36.136617,-81.182994,7749446,5288946,-2460500
Wilson Community College,Wilson,NC,27893,35.730114,-77.895663,982351,980012,-2339
Wingate University,Wingate,NC,28174-0159,34.986064,-80.44305,119206869,110767341,-8439528
Carolina Christian College,Winston Salem,NC,27105,36.146168,-80.256252,273511,208034,-65477
Winston-Salem State University,Winston-Salem,NC,27110-0001,36.089554,-80.225033,50570116,51098284,528168
Western Carolina University,Cullowhee,NC,28723-9646,35.308979,-83.186258,124318482,130094486,5776004
Bismarck State College,Bismarck,ND,58506-5587,46.821459,-100.816534,24334010,23996238,-337772
Dickinson State University,Dickinson,ND,58601-4896,46.882917,-102.799679,9552225,16344635,6792410
Nueta Hidatsa Sahnish College,New Town,ND,58763,47.983311,-102.472814,3146989,3860415,713426
University of Jamestown,Jamestown,ND,58405,46.914302,-98.698416,45386661,38873492,-6513169
Lake Region State College,Devils Lake,ND,58301-1598,48.127948,-98.869034,13595026,12608951,-986075
Cankdeska Cikana Community College,Fort Totten,ND,58335,47.978122,-98.990801,1064305,941656,-122649
University of Mary,Bismarck,ND,58504,46.723767,-100.75274,68726392,62775233,-5951159
Mayville State University,Mayville,ND,58257-1299,47.505415,-97.322554,10779914,9756283,-1023631
Minot State University,Minot,ND,58707,48.246961,-101.29861,41058466,38739117,-2319349
University of North Dakota,Grand Forks,ND,58202-8193,47.921654,-97.071738,345548000,333191000,-12357000
North Dakota State College of Science,Wahpeton,ND,58076-0002,46.272158,-96.607379,52123357,50662221,-1461136
Dakota College at Bottineau,Bottineau,ND,58318-1198,48.832505,-100.441103,4173254,4004953,-168301
North Dakota State University-Main Campus,Fargo,ND,58108-6050,46.893127,-96.800838,520314,521867,1553
Williston State College,Williston,ND,58801,48.158603,-103.613066,24762105,22381486,-2380619
Sitting Bull College,Fort Yates,ND,58538-9721,46.085288,-100.674735,2026672,1786655,-240017
Trinity Bible College and Graduate School,Ellendale,ND,58436-7105,46.001037,-98.517906,1166302,1473280,306978
Turtle Mountain Community College,Belcourt,ND,58316,48.883758,-99.750836,3536280,2470021,-1066259
United Tribes Technical College,Bismarck,ND,58504,46.767157,-100.755131,711870,826801,114931
Valley City State University,Valley City,ND,58072,46.918517,-98.00389,13276479,11279233,-1997246
University of Akron Main Campus,Akron,OH,44325-2102,41.075923,-81.511167,282725526,257723981,-25001545
University of Akron Wayne College,Orrville,OH,44667,40.861519,-81.789979,14880290,13564420,-1315870
Allegheny Wesleyan College,Salem,OH,44460-9598,40.86722,-80.861232,290898,390898,100000
Art Academy of Cincinnati,Cincinnati,OH,45202-1706,39.108805,-84.513913,2479217,2173941,-305276
Ashland University,Ashland,OH,44805,40.861755,-82.321061,61340051,58736343,-2603708
Athenaeum of Ohio,Cincinnati,OH,45230-2091,39.082926,-84.371927,36955888,31815257,-5140631
Aultman College of Nursing and Health Sciences,Canton,OH,44710-1797,40.796186,-81.404053,2372944,2598765,225821
Baldwin Wallace University,Berea,OH,44017-2088,41.373017,-81.851145,194825305,164415249,-30410056
Belmont College,St Clairsville,OH,43950,40.07695,-80.964901,613207,531264,-81943
Bluffton University,Bluffton,OH,45817-2104,40.895606,-83.899439,25754825,23552031,-2202794
Bowling Green State University-Firelands,Huron,OH,44839-9791,41.397521,-82.594156,7659960,6668673,-991287
Bowling Green State University-Main Campus,Bowling Green,OH,43403,41.375513,-83.640896,224460040,195412327,-29047713
Capital University,Columbus,OH,43209-2394,39.954875,-82.937867,136926898,125406226,-11520672
Case Western Reserve University,Cleveland,OH,44106,41.507419,-81.609596,2354190000,2188161000,-166029000
Cedarville University,Cedarville,OH,45314-0601,39.749237,-83.814692,46812293,42405490,-4406803
Central Ohio Technical College,Newark,OH,43055-1767,40.069314,-82.447441,4371362,3668432,-702930
Central State University,Wilberforce,OH,45384-1004,39.715787,-83.880186,7465403,7061414,-403989
Chatfield College,Saint Martin,OH,45118-9705,39.210369,-83.887153,6042022,4705167,-1336855
The Christ College of Nursing and Health Sciences,Cincinnati,OH,45219-2989,39.121821,-84.509564,10228266,9867016,-361250
Cincinnati College of Mortuary Science,Cincinnati,OH,45224-1462,39.206578,-84.505604,746328,609791,-136537
University of Cincinnati-Main Campus,Cincinnati,OH,45221-0063,39.131159,-84.51428,1809966899,1771519517,-38447382
Cincinnati State Technical and Community College,Cincinnati,OH,45223-2690,39.149915,-84.536936,17677684,15677261,-2000423
University of Cincinnati-Clermont College,Batavia,OH,45103,39.080645,-84.19437,2614688,2618959,4271
University of Cincinnati-Blue Ash College,Blue Ash,OH,45236-1096,39.234333,-84.399956,1400279,1670819,270540
Ohio Christian University,Circleville,OH,43113-9487,39.613155,-82.904885,7304937,6579751,-725186
Clark State College,Springfield,OH,45501-0570,39.896411,-83.799788,10421520,10582993,161473
Cleveland Institute of Art,Cleveland,OH,44106-1710,41.510435,-81.602416,33991935,29691349,-4300586
Cleveland Institute of Music,Cleveland,OH,44106-1776,41.512444,-81.608878,54139228,46086791,-8052437
Cleveland State University,Cleveland,OH,44115-2214,41.502281,-81.674355,115381865,98179372,-17202493
Columbus College of Art and Design,Columbus,OH,43215,39.966074,-82.989479,18550085,17676631,-873454
Columbus State Community College,Columbus,OH,43215,39.96887,-82.98766,5152220,6185350,1033130
Cuyahoga Community College District,Cleveland,OH,44115-2878,41.494906,-81.683533,108378610,94554568,-13824042
University of Dayton,Dayton,OH,45469,39.739547,-84.176113,804392000,770021000,-34371000
Defiance College,Defiance,OH,43512,41.296842,-84.357075,23106961,19980114,-3126847
Denison University,Granville,OH,43023,40.071505,-82.523272,1213364000,1034670000,-178694000
Edison State Community College,Piqua,OH,45356-9239,40.157699,-84.212385,1811713,3083531,1271818
The University of Findlay,Findlay,OH,45840-3653,41.053344,-83.652313,55538246,51976673,-3561573
Franklin University,Columbus,OH,43215-5399,39.95831,-82.990375,9958000,10496000,538000
Good Samaritan College of Nursing and Health Science,Cincinnati,OH,45220-2489,39.140348,-84.521196,5204094,5590225,386131
Hebrew Union College-Jewish Institute of Religion,New York,NY,10012-1186,40.728938,-73.994499,273605787,227442350,-46163437
Heidelberg University,Tiffin,OH,44883-2462,41.114833,-83.168387,62676929,59888870,-2788059
Hiram College,Hiram,OH,44234-0067,41.3107,-81.143981,88003594,60947552,-27056042
Hocking College,Nelsonville,OH,45764,39.441954,-82.220791,7118377,4036191,-3082186
Eastern Gateway Community College,Steubenville,OH,43952-3598,40.376215,-80.668798,525661,534395,8734
John Carroll University,University Heights,OH,44118-4538,41.490259,-81.531224,289408515,271247678,-18160837
