,assignee_city,assignee_state,assignee_country,assignee_key_id,patent_number,patent_title
361,Billerica,MA,US,4462,11618016,Grafted polysulfone membranes
362,Fairburn,GA,US,38403,11618017,Squeezable sample preparation device
363,Boca Raton,FL,US,29362,11618019,Portable electrical impedance-based blood testing device for diagnosis and monitoring sickle cell disease
364,Madison,WI,US,284,11618021,Volume-free reagent addition and exclusion-based sample preparation for streamlined multi-step assays
365,Cambridge,MA,US,1989,11618022,Microfluidic acoustic separation devices
366,Cambridge,MA,US,2631,11618024,"Manipulation of fluids, fluid components and reactions in microfluidic systems"
367,Waltham,MA,US,11089,11618024,"Manipulation of fluids, fluid components and reactions in microfluidic systems"
368,San Diego,CA,US,39182,11618029,Digital to biological converter
369,Scottsdale,AZ,US,6704,11618030,Systems and methods for continuous flow digital droplet polymerase chain reaction bioanalysis
370,Raleigh,NC,US,3785,11618031,Multi-sample chamber for extended term microscope imaging
371,Armonk,NY,US,86,11618032,Multiplexed testing strip device
372,Indianapolis,IN,US,8282,11618043,Flow restricting and diverting manifold for multiple function showerhead systems
373,Wheaton,IL,US,2581,11618046,Cleaning apparatus including a rotating spray head assembly rotation sensor
374,Westlake,OH,US,2995,11618051,Systems and methods of controlling adhesive application
375,Carlsbad,CA,US,29464,11618052,Method of manufacturing golf club head with polymer coated face
376,Wilmington,DE,US,251388,11618055,Methods for providing flexible and/or elastic coatings on oilfield operational components
377,Mountain View,CA,US,123,11618057,Localized haptic feedback in electronic devices using pressure-sensitive adhesive and piezoelectric haptic actuators
378,Batavia,IL,US,29790,11618059,Vertical high-pressure rinse machine
379,Johnson City,TN,US,155192,11618064,Airbag module deployment system and method
380,Arlington,VA,US,197,11618067,Method and apparatus for remedying a non-conforming feature of an aluminum alloy part
381,Alpharetta,GA,US,126174,11618069,Automated wire rod trimming station and sample quality evaluation
382,Brentwood,TN,US,123000,11618073,Method for manufacturing a traction element using a coring process
383,Torrance,CA,US,3833,11618075,Methods for the combined sintering and surface treatment of variable geometry turbocharger vanes
384,Gainesville,FL,US,1390,11618077,Method for producing nanoparticles and the nanoparticles produced therefrom
385,Oak Ridge,TN,US,11231,11618077,Method for producing nanoparticles and the nanoparticles produced therefrom
386,Dearborn,MI,US,217,11618078,Use of additive manufacturing processes to consolidate powder metallurgy alloys for elevated temperature applications
387,Carlsbad,CA,US,5268,11618079,Systems and methods for additive manufacturing of a golf club
388,Charlotte,NC,US,2091,11618081,Method of manufacturing aluminum alloy articles
389,Norwalk,CT,US,4,11618086,Removable inner shell for dross control and/or removal for metal printer
390,Dayton,OH,US,373828,11618087,Additive manufacturing printhead with annular and refractory metal receptor tube
391,Thornton,CO,US,389180,11618096,External pulse generating device and method
392,Dearborn,MI,US,217,11618098,Methods of forming and stamping tailor friction stir welded blanks with enhanced edge stretch
393,Detroit,MI,US,188,11618103,Method and clamping fixture for laser welding battery foils to a battery tab
394,Peoria,IL,US,191,11618112,Remanufactured pinion shaft and method of making
395,Hickory,NC,US,1248,11618113,Methods and apparatuses for assembling radiating structures for a base station antenna
396,Livonia,MI,US,380730,11618121,Assembly for a floor processing machine
397,Waltham,MA,US,39,11618122,Methods and apparatus for generating free-form optical components
398,Santa Clara,CA,US,689,11618124,Polishing pad with secondary window seal
399,Rochester,MN,US,180647,11618125,Method of connecting a ferrule to an optical fiber polishing fixture assembly
400,Minneapolis,MN,US,54523,11618128,Temperature control for blast wheel housing
401,New Richmond,IN,US,311727,11618130,Double-stringer rotary brush
402,Leesburg,VA,US,9981,11618135,Automatic ratcheting screwdriver
403,Lynchburg,VA,US,243059,11618136,Tie drill and lag screw inserter device for the rail industry
404,Luling,LA,US,152781,11618137,Squeezing clamp hammer union torque tool
405,Branford,CT,US,77679,11618140,Tool for securing a clamp
406,Peoria,IL,US,191,11618141,Installation tool
407,Peoria,IL,US,191,11618142,Tool and method for installation of a dust cover on a pulley
408,Brookfield,WI,US,567,11618145,Lifter mechanism for a powered fastener driver
409,Havertown,PA,US,164484,11618148,Multi-tool apparatus and methods
410,Brookfield,WI,US,567,11618149,Telescoping tool with collapsible bearing assembly
411,Grafton,WI,US,37808,11618152,Shaft securing mechanism for a tool
412,Bridgeport,CT,US,417,11618154,Foldible reaching and grasping tool
413,Pasadena,CA,US,108134,11618155,Multi-sensor array including an IR camera as part of an automated kitchen assistant system for recognizing and preparing food and related methods
414,Philadelphia,PA,US,23054,11618158,Climbing soft robotics
415,Scottsdale,AZ,US,6704,11618159,Soft continuum robotic module
416,New York,NY,US,31821,11618160,Integrating robotic process automations into operating and software systems
417,Bellevue,WA,US,51910,11618162,Flux sensing system
418,Mountain View,CA,US,1111,11618167,Pixelwise filterable depth maps for robots
419,Burbank,CA,US,32088,11618170,Control of social robot based on prior character portrayal
420,Mansfield,MA,US,1305,11618171,Wrist and jaw assemblies for robotic surgical systems
421,Stratford,CT,US,4491,11618184,Self pressurizing bladder tooling
422,Livonia,MI,US,108746,11618185,Techniques for manufacturing and cooling three-dimensional objects
423,Sterling Heights,MI,US,16633,11618188,Automated manufacturing method and system and in-mold coated plastic article produced thereby
424,Raritan,NJ,US,8284,11618191,DI metal transaction devices and processes for the manufacture thereof
425,Fairhaven,MA,US,935,11618192,Injection molding method and mold
426,Peabody,MA,US,40731,11618196,Sequential injection to multiple mold cavities
427,Hamilton,OH,US,23777,11618197,Method for controlling a rate or force of a clamp in a molding system using one or more strain gauges
428,Beaverton,OR,US,1143,11618206,Gradient printing a three-dimensional structural component
429,Columbia,SC,US,2182,11618207,Systems and methods for printing 3-dimensional objects from thermoplastics
430,North Charleston,SC,US,460294,11618207,Systems and methods for printing 3-dimensional objects from thermoplastics
431,Coeur d'Alene,ID,US,3908,11618208,System for additively manufacturing composite structure
432,Dale,IN,US,975,11618209,Apparatus and method for depositing material during additive manufacturing
433,Burlington,MA,US,17216,11618212,Additive fabrication of sinterable metallic parts via application of directed energy
434,Carlsbad,CA,US,5268,11618213,Systems and methods for additive manufacturing of a golf club
435,Austin,TX,US,47019,11618214,Systems and methods for the construction of structures utilizing additive manufacturing techniques
436,Schenectady,NY,US,94,11618216,Additive manufacturing systems and methods including rotating binder jet print head
437,Spring,TX,US,287,11618217,Generating three-dimensional objects
438,Dale,IN,US,975,11618218,Methods and systems for increasing print speed during additive manufacturing
439,New Orleans,LA,US,189660,11618225,Method of manufacturing cross-corrugated support structures
440,Nashville,TN,US,14125,11618229,Modular tire turn-up apparatus
441,Atlanta,GA,US,2095,11618234,Methods and a machine for forming a container from a blank
442,Okabena,MN,US,368,11618237,Co-extruded multilayer articles including continuous layer and discontinuous layer
443,Houston,TX,US,66687,11618238,Nonwoven multilayer structures having nanofiber layers
444,Romeo,MI,US,5978,11618239,Composite materials
445,Dearborn,MI,US,217,11618242,Automotive glass display
446,Parsippany,NJ,US,44254,11618244,Multilayer package structure for ozone scavenging
447,San Antonio,TX,US,5291,11618248,End of arm tool (EOAT) for layup of pre-impregnated composite laminates and robotic arm control system and method
448,Beaverton,OR,US,54750,11618249,Dual photoinitiated nanocomposite-ink printing
449,Spring,TX,US,287,11618253,Fluidic die
450,Brighton,MI,US,246027,11618267,System and method for printing upon an artificial fishing lure body
451,Clifton,NJ,US,61239,11618274,"Folded brochure with internal pouch, and method of manufacturing brochures"
452,Paramount,CA,US,115256,11618275,Optical switch devices
453,Mequon,WI,US,42078,11618277,Variable radius arc scribing arrangement for a framing square
454,Troy,MI,US,7959,11618281,Axle assembly
455,Muskegon,MI,US,9584,11618289,Automated trailer coupling arrangement
456,Bellevue,WA,US,3508,11618291,Powerline communication controller for communications between a vehicle and a trailer
457,Torrance,CA,US,46070,11618292,Suspension system
458,Duluth,GA,US,3377,11618296,Shock stiffener system
459,Franklin,TN,US,3077,11618305,Vehicle body structure
460,Plymouth,MI,US,13807,11618312,Electric vehicle powertrain assembly
461,Dearborn,MI,US,217,11618313,Generator assembly for a hybrid vehicle
462,Auburn Hills,MI,US,23053,11618316,Lockable cap assembly for a fuel filler pipe
463,Moline,IL,US,110,11618317,Transmission and agricultural or commercial vehicle having a transmission
464,Foster City,CA,US,759,11618320,Multi-passenger interaction
465,Houston,TX,US,217398,11618323,Smart display sheets
466,Bloomington,MN,US,16470,11618324,Electric utility vehicle power control
467,Niskayuna,NY,US,33122,11618327,Wireless power transmission device for vehicle and wireless charging method
468,South Burlington,VT,US,13856,11618328,Methods and systems for charging an electric aircraft including a vertical cable arrangement
469,Plano,TX,US,890,11618329,Executing an energy transfer directive for an idle transport
470,San Francisco,CA,US,10308,11618330,System and method for autonomously charging electric vehicles
471,South Burlington,VT,US,13856,11618331,Proximity detection systems and methods for facilitating charging of electric aircraft
472,South Burlington,VT,US,13856,11618337,Methods and systems for managing chargers for electrical vertical takeoff and landing aircrafts
473,San Jose,CA,US,50918,11618338,Systems and methods for managing a network of electric aircraft batteries
474,Oshkosh,WI,US,174,11618339,Battery placement for electrified vehicle
475,Dearborn,MI,US,217,11618340,Missing receiver power sustain deactivation
476,Dearborn,MI,US,217,11618343,Deaeration devices for electrified vehicle thermal management systems
477,Dearborn,MI,US,217,11618344,Thermal management system for electrified vehicle
478,West Columbia,SC,US,189323,11618345,Third rail railway cover board
479,Plano,TX,US,890,11618349,Transport-related occupant adjustments
480,Niskayuna,NY,US,256728,11618352,Locking harness
481,Shelby Charter Township,MI,US,318985,11618354,Seat system safety with energy management seat suspension
482,Milwaukee,WI,US,167927,11618355,Low profile adjustable vehicle seat mount assembly
483,Southfield,MI,US,166,11618357,Lengthwise fastener
484,Plano,TX,US,2115,11618358,Retractable cover assemblies that removably cover gaps between vehicle seats and center consoles
485,Seattle,WA,US,206,11618364,Systems and methods for empty container removal
486,Mitchell,SD,US,202599,11618365,Grain trailer
487,Kenai,AK,US,197557,11618367,Heated slurry transport system
488,Rancho Cordova,CA,US,199997,11618368,Void-filling apparatus for cargo
489,Shelby Charter Township,MI,US,50629,11618369,Side wall assembly for use in a pickup truck bed
490,Holland,MI,US,3330,11618372,Vehicular exterior rearview mirror assembly with illumination module
491,Dearborn,MI,US,217,11618373,Adaptive color selection for vehicle puddle lights
492,Kenner,LA,US,71125,11618376,"Methods, apparatuses, and systems for monitoring state of a transportation system"
493,Auburn Hills,MI,US,1919,11618383,Vehicular vision system with display of combined images
494,Alden Manor,NY,US,8358,11618385,Mirror head for vehicle with visual and/or audio indicators and illumination system
495,Morgantown,PA,US,258340,11618386,Truck bumper dock extension flip step walk ramp
496,Dearborn,MI,US,217,11618388,Front trunk assembly
497,Plantsville,CT,US,433276,11618390,Rotatable camera mount
498,Rochester Hills,MI,US,23435,11618392,Seat module for cable arrangement
499,Dearborn,MI,US,217,11618393,Modular rail for wire harness retention
500,Boise,ID,US,352,11618394,Vehicle secure messages based on a vehicle private key
501,Dearborn,MI,US,217,11618395,Vehicle data verification
502,Dearborn,MI,US,217,11618398,Control of vehicle functions
503,Dearborn,MI,US,217,11618404,Seat airbag with belt and spool
504,San Francisco,CA,US,20209,11618410,Remote vehicle immobilizer
505,Stamford,CT,US,90,11618412,Systems and methods for vehicle use authentication
506,Detroit,MI,US,188,11618414,Method of vehicle theft detection
